time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-08-11T20:57:03.244Z,36.6222,-116.2532,5.8617,0.32,ml,11,107.44,0.09,0.1196,nn,nn00506073,2015-08-11T21:21:19.792Z,"51km NNW of Pahrump, Nevada",earthquake
2015-08-11T20:53:11.720Z,38.8336678,-122.8105011,2.46,0.69,md,11,96,0.01026,0.02,nc,nc72504591,2015-08-11T20:54:44.350Z,"7km W of Cobb, California",earthquake
2015-08-11T20:45:59.180Z,33.7503333,-117.2605,1.101,1.29,ml,14,150,0.2656,0.36,ci,ci37225327,2015-08-11T20:50:52.098Z,"2km SSE of Good Hope, California",earthquake
2015-08-11T20:43:30.470Z,46.8881667,-122.2913333,4.272,0.8,md,7,252,0.1104,0.15,uw,uw61065231,2015-08-11T23:10:30.600Z,"2km NW of Eatonville, Washington",earthquake
2015-08-11T20:38:52.270Z,33.5335,-116.4018333,6.894,0.55,ml,16,109,0.0902,0.12,ci,ci37225319,2015-08-11T20:42:52.752Z,"17km SSW of La Quinta, California",earthquake
2015-08-11T20:18:58.250Z,36.2507,-97.2993,4.85,2,mb_lg,,57,0.476,0.41,us,us100031a1,2015-08-11T21:24:48.071Z,"4km SSW of Perry, Oklahoma",earthquake
2015-08-11T20:04:19.040Z,33.7293333,-116.8235,17.716,0.55,ml,20,197,0.09291,0.12,ci,ci37225263,2015-08-12T00:14:06.073Z,"7km ESE of Valle Vista, California",earthquake
2015-08-11T19:48:53.150Z,36.2498333,-118.3131667,1.102,1.97,ml,21,166,0.09756,0.32,ci,ci37225239,2015-08-11T19:52:53.545Z,"28km W of Olancha, California",earthquake
2015-08-11T19:17:26.760Z,36.4803333,-121.0576667,6.03,1.22,md,19,114,0.06364,0.07,nc,nc72504571,2015-08-11T22:32:54.350Z,"24km ENE of Soledad, California",earthquake
2015-08-11T19:13:11.290Z,30.3299,94.8837,20.08,4.9,mb,,43,3.317,0.71,us,us10003181,2015-08-12T02:18:39.783Z,"63km S of Domartang, China",earthquake
2015-08-11T19:12:32.000Z,62.4946,-150.8329,77.8,1.2,ml,,,,0.45,ak,ak11676030,2015-08-11T19:33:55.538Z,"41km WNW of Talkeetna, Alaska",earthquake
2015-08-11T19:08:18.640Z,33.1125,-117.1303333,0.009,1.2,ml,22,123,0.09258,0.23,ci,ci37225191,2015-08-11T22:57:07.753Z,"5km SE of San Marcos, California",quarry blast
2015-08-11T19:01:26.360Z,32.7723333,-116.886,0.013,1.11,ml,13,116,0.06,0.19,ci,ci37225183,2015-08-11T23:29:31.397Z,"5km ENE of Rancho San Diego, California",quarry blast
2015-08-11T18:50:53.750Z,34.2926667,-118.4933333,3.345,2.12,ml,52,37,0.01333,0.25,ci,ci37225159,2015-08-11T20:25:46.913Z,"2km NNE of Granada Hills, California",earthquake
2015-08-11T18:48:43.000Z,60.3086,-140.7751,3.5,3.4,ml,,,,0.96,ak,ak11676027,2015-08-12T02:51:10.446Z,"95km ENE of Cape Yakataga, Alaska",earthquake
2015-08-11T18:45:53.000Z,61.3336,-150.639,58.1,1.5,ml,,,,0.32,ak,ak11676025,2015-08-11T19:10:17.466Z,"41km WNW of Anchorage, Alaska",earthquake
2015-08-11T18:44:07.340Z,42.4126667,-122.7776667,0.024,1.52,md,6,107,0.4012,0.09,uw,uw61065186,2015-08-11T20:00:34.320Z,"6km SSE of Eagle Point, Oregon",explosion
2015-08-11T18:42:12.620Z,33.4848333,-116.4498333,1.103,0.26,ml,17,154,0.04343,0.21,ci,ci37225151,2015-08-11T18:46:29.311Z,"22km ESE of Anza, California",earthquake
2015-08-11T18:40:40.260Z,19.4068333,-155.28,1.289,1.65,ml,18,71,0.005245,0.04,hv,hv61003816,2015-08-11T20:24:39.220Z,"5km WSW of Volcano, Hawaii",earthquake
2015-08-11T18:39:23.830Z,38.7953339,-122.7659988,2.84,0.87,md,13,120,0.02126,0.02,nc,nc72504556,2015-08-11T18:40:59.330Z,"2km NNW of The Geysers, California",earthquake
2015-08-11T18:29:54.450Z,35.0506667,-118.3511667,0.007,1.25,ml,28,43,0.06044,0.1,ci,ci37262869,2015-08-11T23:43:57.708Z,"13km SE of Tehachapi, California",quarry blast
2015-08-11T18:29:01.140Z,35.0448333,-117.6721667,0.007,1.38,ml,14,111,0.112,0.15,ci,ci37225127,2015-08-11T23:52:49.829Z,"5km NNW of Boron, California",quarry blast
2015-08-11T18:25:22.360Z,33.2515,-116.381,8.484,0.6,ml,20,97,0.03457,0.15,ci,ci37225111,2015-08-11T23:05:15.763Z,"1km SW of Borrego Springs, California",earthquake
2015-08-11T18:22:12.540Z,33.4888333,-116.3911667,11.379,0.73,ml,18,138,0.04496,0.2,ci,ci37225095,2015-08-11T19:27:20.864Z,"21km SSW of La Quinta, California",earthquake
2015-08-11T18:08:53.900Z,33.3948333,-116.3806667,3.274,0.95,ml,30,64,0.1299,0.21,ci,ci37225079,2015-08-11T19:27:23.400Z,"16km N of Borrego Springs, California",earthquake
2015-08-11T18:07:39.370Z,19.4725,-155.4661667,10.417,1,md,14,86,0.05775,0.07,hv,hv61003776,2015-08-11T20:45:24.120Z,"24km W of Volcano, Hawaii",earthquake
2015-08-11T17:54:04.500Z,19.391,-65.6053,94,2.6,Md,3,295.2,1.11930084,0.07,pr,pr15223009,2015-08-12T01:56:49.733Z,"109km NNE of Vieques, Puerto Rico",earthquake
2015-08-11T17:40:50.200Z,36.6188,-98.4712,5,2.5,ml,,113,,0.65,us,us10003180,2015-08-11T19:33:44.336Z,"18km SW of Cherokee, Oklahoma",earthquake
2015-08-11T17:39:12.594Z,41.8878,-119.6452,9.7155,2.96,ml,4,222.1,0.129,0.1544,nn,nn00506010,2015-08-12T01:41:54.625Z,"66km ESE of Lakeview, Oregon",earthquake
2015-08-11T17:32:15.380Z,33.6455,-116.7006667,15.93,0.55,ml,19,96,0.06646,0.15,ci,ci37225063,2015-08-11T17:54:25.310Z,"10km NNW of Anza, California",earthquake
2015-08-11T17:21:07.000Z,19.1658,-66.3178,58,2.9,Md,3,295.2,0.91268833,0.01,pr,pr15223008,2015-08-12T01:23:40.259Z,"77km N of Brenas, Puerto Rico",earthquake
2015-08-11T17:19:18.000Z,61.6446,-149.5539,19.1,1.5,ml,,,,0.78,ak,ak11675972,2015-08-11T17:44:29.669Z,"3km NE of Meadow Lakes, Alaska",earthquake
2015-08-11T17:19:06.610Z,33.252,-116.388,7.58,0.99,ml,35,42,0.02929,0.24,ci,ci37225047,2015-08-11T17:54:25.569Z,"1km WSW of Borrego Springs, California",earthquake
2015-08-11T17:17:32.400Z,38.7928352,-122.8008347,3.72,0.88,md,16,122,0.00483,0.02,nc,nc72504536,2015-08-11T17:19:09.720Z,"4km WNW of The Geysers, California",earthquake
2015-08-11T17:12:42.810Z,33.9778333,-116.9406667,18.571,1.52,ml,59,52,0.1155,0.2,ci,ci37225031,2015-08-11T17:55:39.380Z,"6km NNE of Beaumont, California",earthquake
2015-08-11T16:53:58.270Z,38.8404999,-122.876503,3.06,0.28,md,8,103,0.005885,0.01,nc,nc72504526,2015-08-11T16:55:34.520Z,"12km ENE of Cloverdale, California",earthquake
2015-08-11T16:49:40.000Z,58.1828,-155.362,1.2,0.8,ml,,,,0.17,ak,ak11675967,2015-08-11T20:22:30.980Z,"94km SE of King Salmon, Alaska",earthquake
2015-08-11T16:46:57.200Z,19.2346,-66.3905,77,3.1,Md,4,288,0.94772262,0.09,pr,pr15223007,2015-08-12T00:49:26.573Z,"85km N of Brenas, Puerto Rico",earthquake
2015-08-11T16:46:11.850Z,1.8497,126.3281,34.06,4.7,mb,,77,1.491,0.75,us,us10003158,2015-08-12T00:48:40.570Z,"135km ENE of Bitung, Indonesia",earthquake
2015-08-11T16:40:31.400Z,19.3295,-66.3271,63,3.6,Md,21,223.2,0.86777256,0.4,pr,pr15223006,2015-08-12T00:43:09.315Z,"95km N of Brenas, Puerto Rico",earthquake
2015-08-11T16:35:32.900Z,37.9815,-121.8751667,14.08,1.67,md,23,203,0.02852,0.23,nc,nc72504511,2015-08-12T00:24:48.950Z,"5km S of Pittsburg, California",earthquake
2015-08-11T16:27:58.350Z,38.8359985,-122.8101654,2.56,0.45,md,14,75,0.01259,0.03,nc,nc72504501,2015-08-11T16:29:35.350Z,"7km WNW of Cobb, California",earthquake
2015-08-11T16:26:26.620Z,38.8326667,-122.8113333,2.95,0.16,md,17,70,0.00931,0.03,nc,nc72504496,2015-08-12T00:28:56.723Z,"7km W of Cobb, California",earthquake
2015-08-11T16:15:31.000Z,64.9248,-149.1687,14.4,1.2,ml,,,,0.2,ak,ak11675773,2015-08-11T16:35:40.224Z,"38km N of North Nenana, Alaska",earthquake
2015-08-11T16:11:08.000Z,60.0456,-141.1439,11,2.6,ml,,,,0.7,ak,ak11675769,2015-08-12T00:13:37.529Z,"71km E of Cape Yakataga, Alaska",earthquake
2015-08-11T15:53:08.580Z,-7.1317,129.1898,143.4,5.1,mb,,30,2.255,0.83,us,us1000314m,2015-08-11T23:55:49.180Z,"251km WNW of Saumlaki, Indonesia",earthquake
2015-08-11T15:37:18.449Z,41.8502,-119.6476,8.4013,1.91,ml,5,147.73,0.152,0.086,nn,nn00505998,2015-08-11T17:54:01.220Z,"73km SE of Lakeview, Oregon",earthquake
2015-08-11T15:34:53.000Z,60.2099,-141.4056,0,1.4,ml,,,,0.47,ak,ak11675765,2015-08-11T20:22:34.319Z,"59km ENE of Cape Yakataga, Alaska",earthquake
2015-08-11T15:33:23.140Z,37.5413333,-118.9085,7.76,0.32,md,9,272,0.07086,0.03,nc,nc72504481,2015-08-11T17:40:29.430Z,"13km SSE of Mammoth Lakes, California",earthquake
2015-08-11T15:07:38.000Z,60.2849,-141.2332,0.1,1.7,ml,,,,1.27,ak,ak11675763,2015-08-11T15:33:39.245Z,"70km ENE of Cape Yakataga, Alaska",earthquake
2015-08-11T15:04:29.610Z,48.4853333,-123.6291667,17.169,0.61,md,6,171,0.2036,0.09,uw,uw61065056,2015-08-11T16:16:37.033Z,"10km WNW of Langford, Canada",earthquake
2015-08-11T14:48:06.000Z,63.3343,-151.225,0.1,1,ml,,,,0.64,ak,ak11675744,2015-08-11T15:12:26.897Z,"113km W of Cantwell, Alaska",earthquake
2015-08-11T14:41:22.470Z,35.0083333,-119.1835,2.963,1.46,ml,12,96,0.1631,0.18,ci,ci37225007,2015-08-11T14:45:33.036Z,"18km N of Pine Mountain Club, California",earthquake
2015-08-11T14:40:32.210Z,32.6528333,-115.762,1.888,1.63,ml,9,151,0.03025,0.22,ci,ci37224999,2015-08-11T14:44:31.062Z,"18km WNW of Progreso, B.C., MX",earthquake
2015-08-11T14:33:20.290Z,44.8005,-110.485,7.42,1.81,ml,16,97,0.085,0.22,uu,uu60119867,2015-08-11T16:31:22.036Z,"46km NE of Old Faithful Geyser, Wyoming",earthquake
2015-08-11T14:20:15.000Z,61.6556,-147.0913,36.1,1.1,ml,,,,0.59,ak,ak11675742,2015-08-11T20:22:32.064Z,"70km NW of Valdez, Alaska",earthquake
2015-08-11T14:17:19.000Z,65.3135,-150.9805,0.3,1.9,ml,,,,0.93,ak,ak11675740,2015-08-11T14:51:59.860Z,"38km NNW of Manley Hot Springs, Alaska",earthquake
2015-08-11T14:17:13.480Z,40.4686667,-121.5448333,5.1,0.51,md,7,109,0.02092,0.03,nc,nc72504466,2015-08-11T15:54:02.700Z,"29km E of Shingletown, California",earthquake
2015-08-11T14:14:45.180Z,40.4638333,-121.5445,4.89,1.66,md,8,105,0.02019,0.03,nc,nc71096084,2015-08-11T17:48:31.160Z,"29km E of Shingletown, California",earthquake
2015-08-11T14:14:29.950Z,40.4591667,-121.5528333,5.23,2.26,md,12,92,0.02702,0.08,nc,nc72504461,2015-08-11T15:49:52.924Z,"28km E of Shingletown, California",earthquake
2015-08-11T14:13:49.130Z,32.7685,-116.5866667,17.939,1.23,ml,23,80,0.1139,0.17,ci,ci37224983,2015-08-11T15:59:29.460Z,"8km SW of Pine Valley, California",earthquake
2015-08-11T14:10:29.900Z,38.8264999,-122.7779999,2.3,0.85,md,12,56,0.007458,0.02,nc,nc72504456,2015-08-11T14:12:04.410Z,"4km W of Cobb, California",earthquake
2015-08-11T14:06:11.940Z,40.3196667,-121.6715,4.7,0.75,md,8,110,0.103,0.12,nc,nc72504451,2015-08-11T17:16:22.340Z,"26km SE of Shingletown, California",earthquake
2015-08-11T13:59:19.810Z,40.3231667,-121.681,8.67,1.17,md,10,108,0.0969,0.12,nc,nc72504446,2015-08-11T17:12:20.620Z,"25km SE of Shingletown, California",earthquake
2015-08-11T13:58:07.320Z,48.2756667,-124.883,0.018,1.66,ml,13,181,0.1736,0.61,uw,uw61065026,2015-08-11T20:10:21.460Z,"21km WSW of Neah Bay, Washington",earthquake
2015-08-11T13:54:50.100Z,36.9775,-98.0131667,6.81,2.22,ml,16,102,0.1598,0.06,ismpkansas,ismpkansas70127523,2015-08-11T18:09:24.753Z,"19km S of Anthony, Kansas",earthquake
2015-08-11T13:49:04.210Z,-19.2119,-176.3869,10,4.8,mb,,78,6.107,1.12,us,us1000313a,2015-08-11T21:51:34.037Z,"223km WNW of Pangai, Tonga",earthquake
2015-08-11T13:46:33.325Z,41.9721,-120.1678,9.3169,1.66,ml,5,142.6,0.122,0.1714,nn,nn00506076,2015-08-12T02:41:21.759Z,"28km SSE of Lakeview, Oregon",earthquake
2015-08-11T13:39:48.000Z,64.5823,-152.1644,5.7,1.2,ml,,,,0.81,ak,ak11675717,2015-08-11T14:10:15.582Z,"65km S of Tanana, Alaska",earthquake
2015-08-11T13:38:00.000Z,60.4151,-142.8224,5.6,1.1,ml,,,,0.05,ak,ak11675716,2015-08-11T14:10:14.983Z,"44km NNW of Cape Yakataga, Alaska",earthquake
2015-08-11T13:37:26.900Z,46.0293333,-122.4166667,15.401,0.44,md,10,116,0.03804,0.11,uw,uw61065016,2015-08-11T14:44:32.449Z,"13km N of Amboy, Washington",earthquake
2015-08-11T13:35:49.270Z,-27.105,-176.2345,10,5.4,mb,,35,2.604,0.85,us,us10003137,2015-08-11T21:38:30.660Z,"290km NE of Raoul Island, New Zealand",earthquake
2015-08-11T13:26:01.390Z,40.3256667,-121.6801667,8.71,0.68,md,10,107,0.09827,0.14,nc,nc72504431,2015-08-11T17:08:18.130Z,"25km SE of Shingletown, California",earthquake
2015-08-11T13:15:38.620Z,33.5218333,-116.4445,9.573,0.52,ml,22,90,0.01578,0.17,ci,ci37224967,2015-08-11T14:15:49.952Z,"20km SW of La Quinta, California",earthquake
2015-08-11T13:10:22.500Z,18.819,-67.0524,6,2.5,Md,3,316.8,0.35393622,0.18,pr,pr15223005,2015-08-11T21:13:06.835Z,"35km N of Isabela, Puerto Rico",earthquake
2015-08-11T13:05:57.000Z,61.8637,-149.7065,2.3,1.3,ml,,,,0.52,ak,ak11675712,2015-08-11T13:28:42.004Z,"21km NE of Willow, Alaska",earthquake
2015-08-11T12:58:18.370Z,33.477,-116.514,13.531,0.72,ml,27,91,0.0758,0.15,ci,ci37224959,2015-08-11T14:16:07.631Z,"17km ESE of Anza, California",earthquake
2015-08-11T12:51:50.000Z,62.9929,-151.0863,0.4,1.6,ml,,,,0.84,ak,ak11675709,2015-08-11T13:28:41.427Z,"89km NNW of Talkeetna, Alaska",earthquake
2015-08-11T12:51:20.810Z,33.4838333,-116.5721667,14.028,0.33,ml,22,149,0.02734,0.28,ci,ci37224951,2015-08-11T14:16:25.054Z,"12km SE of Anza, California",earthquake
2015-08-11T12:40:53.480Z,33.6748333,-116.997,12.482,0.75,ml,27,63,0.02685,0.2,ci,ci37224943,2015-08-11T12:44:59.109Z,"8km SSW of Hemet, California",earthquake
2015-08-11T12:34:38.570Z,33.9783333,-117.5138333,8.977,1.21,ml,41,43,0.04757,0.15,ci,ci37224935,2015-08-11T14:16:56.960Z,"2km S of Mira Loma, California",earthquake
2015-08-11T12:27:40.956Z,41.8988,-119.6322,7.8621,1.25,ml,5,216.93,0.132,0.0729,nn,nn00506071,2015-08-12T02:40:46.095Z,"67km ESE of Lakeview, Oregon",earthquake
2015-08-11T12:27:35.000Z,59.051,-152.4363,58.4,2.5,ml,,,,0.47,ak,ak11675703,2015-08-11T20:30:16.076Z,"83km SW of Homer, Alaska",earthquake
2015-08-11T12:22:42.750Z,37.621,-118.8235,8.12,0.52,md,16,150,0.01354,0.07,nc,nc72504426,2015-08-11T17:24:55.250Z,"13km ESE of Mammoth Lakes, California",earthquake
2015-08-11T11:54:38.810Z,38.8349991,-122.7904968,2.55,1.01,md,12,75,0.01337,0.03,nc,nc72504416,2015-08-11T11:56:14.410Z,"6km WNW of Cobb, California",earthquake
2015-08-11T11:49:17.890Z,34.0268333,-116.7621667,19.777,0.75,ml,21,111,0.03878,0.19,ci,ci37224927,2015-08-11T11:53:05.479Z,"12km N of Cabazon, California",earthquake
2015-08-11T11:39:59.356Z,41.856,-119.6108,4.6236,0.78,ml,4,224.38,0.168,0.088,nn,nn00505983,2015-08-12T02:37:57.866Z,"71km ESE of Lakeview, Oregon",earthquake
2015-08-11T11:37:49.950Z,34.0198333,-116.313,7.54,0.85,ml,15,70,0.08072,0.15,ci,ci37224919,2015-08-11T11:41:40.893Z,"13km S of Joshua Tree, California",earthquake
2015-08-11T11:33:47.888Z,41.8779,-119.6327,8.3457,1.15,ml,5,220.37,0.142,0.1359,nn,nn00506069,2015-08-12T02:40:37.330Z,"68km ESE of Lakeview, Oregon",earthquake
2015-08-11T11:31:27.443Z,41.8829,-119.6262,9.6565,1.73,ml,5,219.69,0.144,0.1406,nn,nn00505988,2015-08-12T02:38:34.365Z,"68km ESE of Lakeview, Oregon",earthquake
2015-08-11T11:17:22.000Z,63.7825,-147.5952,0.7,1.3,ml,,,,0.18,ak,ak11675698,2015-08-11T11:42:12.716Z,"68km E of Healy, Alaska",earthquake
2015-08-11T11:11:01.180Z,36.541,-121.1121667,8.97,1.14,md,20,78,0.06873,0.06,nc,nc72504411,2015-08-11T22:42:56.380Z,"23km NE of Soledad, California",earthquake
2015-08-11T11:06:16.335Z,41.882,-119.6197,8.3137,0.96,ml,5,220,0.148,0.1902,nn,nn00506065,2015-08-12T02:40:28.535Z,"69km ESE of Lakeview, Oregon",earthquake
2015-08-11T11:05:41.670Z,43.0204,145.4292,36.3,4.7,mb,,135,1.957,0.8,us,us1000312v,2015-08-11T19:08:24.870Z,"35km SSW of Nemuro, Japan",earthquake
2015-08-11T11:01:51.900Z,38.8125,-122.7434998,3.04,0.84,md,14,61,0.007165,0.02,nc,nc72504406,2015-08-11T11:03:25.070Z,"2km WSW of Cobb, California",earthquake
2015-08-11T10:58:34.340Z,41.8582,-119.6101,4.2269,1.06,ml,5,224.05,0.168,0.1107,nn,nn00506064,2015-08-12T02:40:20.894Z,"71km ESE of Lakeview, Oregon",earthquake
2015-08-11T10:55:17.780Z,39.9583333,-122.943,2.54,1.79,md,21,52,0.2047,0.2,nc,nc72504401,2015-08-11T21:44:44.770Z,"31km NE of Covelo, California",earthquake
2015-08-11T10:49:54.000Z,62.3462,-148.9291,27.8,1.5,ml,,,,0.48,ak,ak11675675,2015-08-11T11:22:24.994Z,"52km ENE of Y, Alaska",earthquake
2015-08-11T10:43:11.000Z,61.0728,-151.3357,82.5,1.4,ml,,,,0.4,ak,ak11675669,2015-08-11T11:01:47.141Z,"42km N of Nikiski, Alaska",earthquake
2015-08-11T10:38:13.694Z,41.8833,-119.6227,9.0918,0.76,ml,5,219.72,0.146,0.1608,nn,nn00506063,2015-08-12T02:40:13.518Z,"68km ESE of Lakeview, Oregon",earthquake
2015-08-11T10:34:28.750Z,0.1156,123.4882,136.48,4.9,mb,,31,2.881,0.99,us,us1000312t,2015-08-11T18:37:11.707Z,"42km SE of Bilungala, Indonesia",earthquake
2015-08-11T10:29:36.060Z,40.5928333,-121.6256667,11.01,0.42,md,6,290,0.06847,0.05,nc,nc72504396,2015-08-11T16:22:08.990Z,"24km ENE of Shingletown, California",earthquake
2015-08-11T10:22:17.770Z,32.7828333,-115.5498333,6.345,1.41,ml,18,134,0.08964,0.19,ci,ci37224911,2015-08-11T10:26:20.773Z,"1km SE of El Centro, California",earthquake
2015-08-11T10:10:49.000Z,59.5175,-152.7777,104.1,2.9,ml,,,,0.81,ak,ak11675658,2015-08-11T18:13:19.137Z,"60km WSW of Anchor Point, Alaska",earthquake
